Comentarios,Categoria
"Llevan mucho tiempo violando los derechos humanos y más aún desde que empezó la pandemia, la cosa va a peor , hay que parar esto, están pisoteando nuestros derechos y libertades. ",politica
"Hola 
Nos intentan matar de miedo y por 
Ello , también de pensamiento. 
Hay que combatir la pasión de
Servidumbre, a estas elites corruptas. 
Un saludo
Gracias",politica
"Que no, que no perdais el tiempo intentando hacerle entender al corrupto que la ley está para cumplirla en ambas direcciones, ahora el mafioso este dice que la policía ha obrado bien y los defiende y cuando la policía está cumpliendo con la ley y carga contra los que están quemando una ciudad, se pone del lado de los incendiarios, por qué la policía está maniatada con una ley que anula otra que protege un derecho como es la propiedad privada frente a la okupación? y así hasta gastar el teclado.... españoles o salimos en masa pacifica y cumpliendo las medidas sanitarias, o nos van a dar por el culo a todos, que eso es lo que le gusta al corrupto ese",politica
"  Marlaska es un sinvergüenza 
que decepción",politica
"Las barbaridades que están pasando son tan macabras que nadie las puede justificar 
Acaso son intencionadas ???
O por ignorancia ??
Gracias Rubén !",politica
Gracias Rubén!!,politica
Pa orinar y no conseguir soltar gota,politica
Buenos días!! Cuantos ejemplos hacen falta para darle la espalda a este sistema??? Paciencia,politica
Que por vergüenza dimita?.. Permiteme que me ría... JAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJJAJAJAJAJJAJAJAJA,politica
Marlaska dimisión,politica
"Entonces, si están desarrollando una actividad privada como puede ser una fiesta swinger, si es morada según este tipo, supongo que porque se están poniendo ""morados""....",politica
Tienes la camiseta manchada,politica
Dictadura colectiva,politica
Un inmueble es una propiedad privada porque el domicilio alguiler es inviolable ni siquiera el propietario que lo alquila puede entrar,politica
"Ésto ya es un estado policial, ni en nuestros hogares podemos tener intimidad ni libertad.... LIBERTAD COLECTIVA Y LIBERTAD POLÍTICA, SALUDOS A TODOS LOS QUÉ QUEREMOS LUCHAR POR UNA DEMOCRACIA FORMAL️",politica
"Entonces si está prohibido hacer fiestas de muchas personas, la policía tiene que esperar en la puerta a que salgan?
no sé cuanto tarda un juez en darte una orden para abrir un domicilio...
Gracias",politica
"Además salió en el confidencial que el piso no era turístico, si no de alquiler a un año vista xd así que ahí también mintieron",politica
"Marlaska no sé a olvidado de la carrera ... Directamente se la pasa por el forro .
Pues que sepa que él tiene derecho a una *Carrera* , calle abajo y con los ciudadanos persiguiendo le por traidor vende patrias .",politica
"Chalados ""liderando"" un pueblo. Vergüenza y me quedo muy corto.",politica
"Quien nos, está gobernando? Fiestas ilegales? Estados de sitio encubiertos de meses ilegales, toques de queda ilegales, prohibición de respirar aire sano ilegalmente impedir libre circulación por el territorio nacional ilegalmente... Estáis buscando una respuesta contundente del pueblo, y aunque os creéis intocables, tarde o temprano tendréis que afrontar vuestras acciones",politica
Buen vídeo!!,politica
"El problema según lo veo yo es la ausencia de responsabilidad y la exigencia de la misma por parte de la ciudadanía, así, hasta la dicotomía de la semana que viene que haga que nos olvidemos de lo que sucede, con cierta amnésia colectiva, y que cosas como éstas caigan en la normalidad.",politica
Gracias y ánimo Rubén,politica
"Como siempre, sublime !!",politica
este es el que con dinero público puso una cinta de correr en su casa ?,politica
O sea que te vas de vacaciones y la policía puede entrar allí a lo que le de la gana y el estado va a defenderles a ellos,politica
GRACIAS  RUBÉN  !!!!.  DÁLES  !!!. SALUD Y LIBERTAD COLECTIVA  !!.  PACIENCIA.  SE PUEDE CONSEGUIR !!!.,politica
"Para dimitir hay que tener vergüenza y dignidad algo que parece le falta, lo mismo que a su jefe. Listas abiertas YA",politica
"Yo, mira que estoy de acuerdo con todo pero me pongo en la piel de los vecinos denunciantes y yo, en esa situación me alegraría que la policía entrase con tal de parar el festival.",politica
Nada me sorprende a estas alturas. Sres. sigan votando y tragando.,politica
Lo peor es la gente que defiende esto. Son la gestapo,politica
Este pais es un cachondeo constante,politica
Vaya país están dejando los Politicos,politica
"Este solo ejerció de juez, pero como tantos otros solo es un títere corrupto.",politica
"RUBÉN!!!!. Enséñale lo que es la ley !!!!!!!!!.  Ya lo saben , pero quieren PODER !!!",politica
No manda a la palicía a los Platós de todas las TV a ponerle multas a todos los locutores y contertulios Sin Mascarilla.....???  Por qué  ?????,politica
horror,politica
"Espero que la gente comprenda a dónde estamos yendo. Que es así como empiezan los regímenes totalitarios. Y la historia se repite una y otra vez. 
Muchas gracias Rubén",politica
Es su Constitución  para que nos den  una patada  con  ella contra nuestros derechos,politica
"Las declaraciones de Marlaska son aberrantes,impropias de un juez,yo también echo en falta los derechos de los vecinos que tienen que soportar este tipo de juergas de desalmados.",politica
Veremos en unas semanas si se juzga a estos policias y se les sanciona adecuadamente. Por que si no se les sanciona ya seria...,politica
"Marlaska tenía que haber dimitido hace mucho tiempo ya.
En fin",politica
Esto se parece cada vez más a latinoamérica...,politica
"Abren las fronteras, crisis inmigratoria. Abren la propiedad privada, crisis social-democrática. Abren la emisión de deuda pública, crisis económica. Pedazo de gobierno, sin responsabilidades",politica
Ruben ese video a sido desmontado picha .a dado la vuelta al mundo expresamente por el montaje de la police con esa mujer y la gente que hay detras claro (lo hicieron para meter miedo a la poblacion )no busques en los medios de manipulacion porque no va a salir,politica
"Hola
Esto es un estado policial, que intenta justificarse con la disculpa de la enfermedad  ,. 
¿Si la ( oms) baja el listón de lo qué se considera epidemia y todos los estados obedecen sin rechistar, por 
Que pasa esto? 
Un saludo 
Gracias",politica
Vamos al estilo de Cuba Y Venezuela,politica
"En Nochebuena y en Nochevieja, ¿los millones de domicilios en España eran moradas, eran inmuebles para fiestas o qué carajo eran?",politica
"La Ley Corcuera ha cambiado de nombre.
Ahora es la Ley Morlaska.",politica
"Por esto no vacunan, por esto no quieren que se acabe esta pantomima... Les viene fenomenal para pasarse nuestros derechos por el forro y hacer su ley",politica
Increíble. Un magistrado. No es delito.,politica
"«Cuando la tiranía es ley, la revolución es orden, es la hora suprema, es la hora de la disciplina, es la hora de la intensa preparación, es la hora del silencio, del silencio que precede a las grandes tempestades. Cuando los pueblos se encierran en el silencio de sus almas, infunden temor a los más grandes déspotas de la tierra» Pedro A. Campos",politica
Van a usar todo para violar los derechos que quieran... Y si no se lo inventan o lo imponen sin cortarse un pelo.,politica
Es un acto inaceptable! Marlaska dimisión!,politica
libertad colectiva!!,politica
"Desde luego, con el discurso de nuestro presidente pareemos un país tercermundista,  donde se entiende igualdad como igualdad numérica, qué asco!",politica
Ese vídeo es fake,politica
"Rubén, Podrías investigar por qué El Confidencial censura todos los comentarios explicando mi propia experiencia personal con la vacuna Astra Zeneca?. Me han borrado ya tres comentarios y también a la gente que me pregunta.",politica
"Salud, y libertad Colectiva",politica
Grande Rubén ,politica
Like si quieres que GISBERT entreviste o debata con MIGUEL ANXO BASTOS.,politica
¿Para cuándo el documental de la monarquía?,politica
Condescendencia de Pedrito Sanchez! y las mujeres ni se enteran.,politica
por qué no dices que la constitución está por arriba de cualquier ley orgánica? nadie puede prohibirle a nadie lo de respirar.,politica
"Pregunta, son nulas por saltarse el cierre perimetral de las comunidades autónomas?",politica
"Si, creo que esta escena es una parafernalia montada por podemonguers, les vamos a otorgar un oscar, esto es subrealista",politica
"Lamentable, un paso más hacia el totalitarismo. Gracias por estar ahí para denunciar este nuevo atropello. Salud y libertad colectiva.",politica
buenísimo como siempre,politica
"Qué grande eres c...

Ayer ibas medio contento y aun así argumentabas mejor que los aliados.

Bona Pasqua amic

",politica
Estás tol día enfadao  me representas.,politica
Aqui en Valencia esta prohibido comer en la calle,politica
"¡¡GOBIERNO ESTATAL Y LEGISLACION NACIONAL!!  
                        ------------------------------------------------------------------------------------------------- 
 
   Eso es la separación de poderes(la esencia de la democracia)*.Gobierno del estado,de la persona jurídica,y legisladores de la nación;representantes de los habitantes de los distritos o mónadas republicanas electorales(no de partidos o facciones del estado,de palacio¡¡DE LOS HABITANTES DE LA POLIS!!)*.Esto se logra mediante una sociedad política que haga de intermediación entre la sociedad civil y el estado.El estado debe estar ocupado por quienes sean elegidos para ese fin;gobernar y después retornar al seno de la   sociedad civil de donde surgieron,evitando afincarse en las instituciones eternamente.Por el estado debe pasar el político transitoriamente,no convertir un servicio a la comunidad en un modo de vida. 
 
  Si alguien se pregunta por qué ocurre esta situación actualmente de corrupción,impunidad,inmoralidad pública,derecho de pernada,...La respuesta es muy simple:Porque cuenta con el beneplácito de la mayoría de súbditos;la horda de idiotas,votantes integrantes de la servidumbre voluntaria. 
 
                                                                         Atanasio Noriega 
 
   (*)Cosecha de la casa.",politica
Estoy totalmente de acuerdo con Rubén con la posibilidad de que esos 4 tolais fueran pagados por UP para que le increperan para luego ir de valiente el señor Iglesias. Como dice la frase famosa: 'No tengo pruebas pero tampoco dudas.',politica
Tdo el mundo esta corrupto la cnstitucion es papel mojado los polis son unos imcompetentes no saben pensar son como borregos estan abducidos como lo esta la malloria de la ciudadania q no se dan cuenta q nos estan quitando derechos fundamentales,politica
